name,isFork,commits,branches,defaultBranch,releases,contributors,license,watchers,stargazers,forks,size,createdAt,pushedAt,updatedAt,homepage,mainLanguage,totalIssues,openIssues,totalPullRequests,openPullRequests,lastCommit,lastCommitSHA,hasWiki,isArchived
oracle/graal,false,67267,49,master,32,240,Other,471,17233,1387,271753,"2016-01-14 05:11:35","2022-07-16 02:20:25","2022-07-17 01:50:17",https://www.graalvm.org,Java,3040,796,1543,93,"2022-07-16 12:51:15","1c2c688ddbaa76ec8a153a4027cb8843ea5b5cd5",false,false
quarkusio/quarkus,false,31559,34,main,181,403,"Apache License 2.0",260,10408,1906,193391,"2018-07-06 12:44:20","2022-07-20 12:28:00","2022-07-19 07:47:59",https://quarkus.io,Java,11180,1892,15040,122,"2022-07-19 05:51:30","232e9209f19f8c9bea3eca5850fd5cbf1716243a",true,false
apache/beam,false,36567,74,master,23,301,"Apache License 2.0",256,5695,3562,330108,"2016-02-02 08:00:06","2022-07-17 01:38:18","2022-07-16 12:28:57",https://beam.apache.org/,Java,4074,3750,18218,138,"2022-07-16 01:58:52","20274f35c9fd11f4d815c8d1d88df2ad874dfa3e",false,false
openliberty/open-liberty,false,29670,251,integration,50,240,"Eclipse Public License 1.0",36,972,508,828434,"2017-09-15 07:34:25","2022-07-26 06:18:10","2022-07-20 07:12:36",https://openliberty.io,Java,9100,1752,12742,485,"2022-07-25 08:33:40","2b0aeaa2a505c5f85425a94231ed44da2aa2b25f",true,false
ls1intum/artemis,false,6091,208,develop,225,138,"MIT License",19,279,220,198354,"2016-09-29 11:46:05","2022-07-25 06:17:02","2022-07-22 04:50:05","https://docs.artemis.ase.in.tum.de",Java,1512,320,3947,41,"2022-07-24 07:42:11","b73a037d65192287e2ba0eb3804af189c0136dcd",false,false
openjdk/jdk,false,69822,171,master,0,144,"GNU General Public License v2.0",300,13592,3689,1055665,"2018-09-17 12:29:20","2022-07-17 10:14:18","2022-07-17 06:16:49","https://openjdk.java.net/projects/jdk/",Java,0,0,9507,203,"2022-07-16 01:17:52","441c33f0b1e970c82d29a67162e6dceed0fbf44a",false,false
uyuni-project/uyuni,false,80590,100,master,0,225,"GNU General Public License v2.0",30,263,117,1086318,"2018-08-02 12:31:20","2022-07-20 01:30:36","2022-07-05 07:33:08","https://www.uyuni-project.org/",Java,624,211,5044,68,"2022-07-19 10:55:33","9cd0326c8a277c56eeadb6fe2e98497522f745e4",true,false
apache/shardingsphere,false,34476,1,master,48,338,"Apache License 2.0",981,16601,5774,489800,"2016-01-18 12:49:26","2022-07-19 04:55:12","2022-07-20 12:54:58",,Java,7429,432,11817,26,"2022-07-19 04:55:12","b5881722c89fa1d56df3daeba4f18b4668724ad6",true,false
anuken/mindustry,false,14854,1,master,138,353,"GNU General Public License v3.0",576,15138,2131,1789815,"2017-04-30 01:24:29","2022-07-26 06:56:27","2022-07-26 02:47:44","https://mindustrygame.github.io",Java,3146,8,4011,157,"2022-07-23 05:15:54","fa3bd6dbc6733c7ac297e11d568d7b6d33f2df9d",false,false
hapifhir/hapi-fhir,false,9046,356,master,54,174,"Apache License 2.0",137,1517,1098,806896,"2014-06-24 09:00:46","2022-07-26 03:05:04","2022-07-25 09:36:42",http://hapifhir.io,Java,1990,541,1854,99,"2022-07-25 10:41:01","533019f05146308bd276df82a80632f3747e64c8",true,false
mongodb/docs,false,15566,21,master,0,333,,87,705,1742,122850,"2011-09-23 08:57:35","2022-07-25 09:10:56","2022-07-21 08:40:58",http://docs.mongodb.org,Java,0,0,6191,101,"2022-07-25 09:09:39","4a033e0ca2728dfd8b5d865476d621c5a1ee8ce7",false,false
trinodb/trino,false,28133,14,master,0,357,"Apache License 2.0",153,5719,1856,160921,"2019-01-19 06:38:14","2022-07-17 09:53:46","2022-07-17 09:43:23",https://trino.io,Java,3962,1674,9158,560,"2022-07-15 06:01:26","b3d38c3a06518d08323997fd37fbb89bc9979a76",true,false
oxen-io/session-android,true,7753,3,master,102,192,"GNU General Public License v3.0",36,853,84,447425,"2019-03-05 05:10:37","2022-07-20 03:47:04","2022-07-21 07:18:41",https://getsession.org,Java,464,222,462,10,"2022-07-19 07:15:54","b1e954084c1c5d66f842287fef758305fa3ad6b9",true,false
linkedin/datahub,false,5175,6,master,42,165,"Apache License 2.0",218,4687,1285,348758,"2015-11-18 05:47:40","2022-02-10 09:24:10","2022-02-10 11:36:37","https://datahubproject.io",Java,922,123,3181,42,"2022-02-10 07:20:25","9bdc9af7b90c6a97194eceb898543360b4eb105c",false,false
primefaces/primefaces,false,13526,2,master,30,185,"MIT License",121,1497,681,110216,"2015-04-11 09:48:53","2022-07-23 02:19:10","2022-07-22 05:52:34","http://www.primefaces.org",Java,5957,168,3061,3,"2022-07-23 02:19:10","5cbf5a01564c92a282b21d940ead086e02ecda41",true,false
apache/lucene,false,36083,6,main,0,284,"Apache License 2.0",51,1066,502,467163,"2021-02-23 05:16:56","2022-07-26 06:14:22","2022-07-26 05:19:28","https://lucene.apache.org/",Java,8,2,1040,99,"2022-07-25 01:48:43","2efc204a390044b67bcfb85683d82a9ea2f852a2",false,false
apache/solr,false,35962,21,main,0,276,"Apache License 2.0",40,480,309,468103,"2021-02-23 12:12:42","2022-07-25 08:00:34","2022-07-25 07:23:58",https://solr.apache.org/,Java,0,0,952,130,"2022-07-25 04:13:35","09ccd1d21921bb386b41450fc4048027ffafe584",false,false
tencent/tencentkona-11,false,56236,3,master,9,122,Other,17,231,32,353309,"2021-03-03 10:36:50","2022-04-29 08:39:31","2022-04-30 07:30:37",,Java,8,3,7,0,"2022-04-29 08:39:25","dc173b3db2c76bde9d8a69377361109935dc1e68",true,false
"opensearch-project/opensearch",false,55767,53,main,18,348,"Apache License 2.0",118,5418,653,518900,"2021-01-29 10:10:00","2022-07-19 11:45:22","2022-07-20 12:44:07","https://opensearch.org/docs/latest/opensearch/index/",Java,1327,557,2459,59,"2022-07-19 12:38:29","55eb86df0dc11dbfd11452fb837f89ab96b537be",true,false
apache/dolphinscheduler,false,6919,23,dev,28,359,"Apache License 2.0",312,8274,3154,154367,"2019-03-01 04:39:25","2022-07-19 03:04:54","2022-07-19 03:02:22","https://dolphinscheduler.apache.org/",Java,5014,785,5722,81,"2022-07-19 03:04:54","878cbbc1590de3973b5734bdbe107e252ef14314",false,false
eclipse-openj9/openj9,false,17336,37,master,31,189,Other,154,2897,634,118848,"2017-08-25 01:46:07","2022-07-26 12:47:11","2022-07-25 04:17:45",,Java,6154,1819,9458,176,"2022-07-25 07:36:46","a57e6d99bb5fbb7ad12946a3aa7748dbd94f4945",true,false
openjdk/jdk17,false,65173,1,master,0,125,Other,8,104,114,952926,"2021-06-10 03:02:15","2021-09-14 07:59:00","2021-09-14 09:09:57",,Java,0,0,306,0,"2021-09-10 02:17:45","4afbcaf55383ec2f5da53282a1547bac3d099e9d",false,true
papermc/paper,false,7169,28,master,1,288,Other,171,6477,1643,56566,"2016-01-22 05:40:19","2022-07-26 05:18:51","2022-07-26 12:43:49",https://papermc.io/,Java,5013,309,2923,245,"2022-07-25 05:21:31","86f87ba40030d719e5fb8840ab18c513588de772",false,false
apache/pinot,false,9093,29,master,13,227,"Apache License 2.0",235,4074,914,246599,"2014-05-19 11:27:48","2022-07-17 11:52:03","2022-07-16 10:39:55","https://pinot.apache.org/",Java,1524,825,7512,119,"2022-07-16 09:34:19","83410f69b49988f4a1c1f0f373c8bafcd25404ba",true,false
vazkiismods/botania,false,7779,8,master,0,157,Other,90,881,378,67948,"2014-01-13 02:30:52","2021-08-03 02:55:31","2021-08-02 08:49:19",http://botaniamod.net/,Java,2989,56,796,5,"2021-07-31 11:33:57","944ac4968c186d31faa7fedcdd5b2b2a6fa713f5",true,false
vazkiimods/quark,false,5853,24,master,0,141,Other,32,452,223,117046,"2016-03-17 06:21:36","2022-07-25 11:36:07","2022-07-26 05:28:25",https://quark.vazkii.net,Java,3340,70,482,1,"2022-07-25 11:35:20","d3b6e2bce5893a8577aec8075e274b7ecd72244a",false,false
vazkiimods/botania,false,9078,10,1.18.x,0,172,Other,83,1034,400,94530,"2014-01-13 02:30:52","2022-07-24 11:39:43","2022-07-23 08:25:35","http://botaniamod.net/index.html",Java,3213,75,880,3,"2022-07-24 06:41:02","62458c3d79aa705c7fc613a40479eef9c05ce099",false,false
apache/skywalking-java,false,6838,1,main,4,395,"Apache License 2.0",39,338,247,161926,"2021-08-26 01:08:54","2022-07-23 09:54:48","2022-07-25 03:36:55","https://skywalking.apache.org/",Java,0,0,286,0,"2022-07-23 09:54:48","129f57c4c148d04279ec2922a7ede8fa8c415b0b",false,false
androidx/media,false,14507,3,release,4,222,"Apache License 2.0",19,238,34,129751,"2021-09-02 06:42:10","2022-07-25 03:40:15","2022-07-24 04:48:48",,Java,94,34,33,7,"2022-07-22 09:31:34","ca6835bf0a1e56ae14fb99f5883bc15b4de9aa6c",false,false
tchapgouv/tchap-android,false,9119,22,develop,7,218,"Apache License 2.0",13,144,27,965761,"2018-01-10 01:18:32","2022-03-09 04:16:44","2022-01-13 10:49:40","https://play.google.com/store/apps/details?id=fr.gouv.tchap.a",Java,370,81,355,3,"2022-03-09 01:56:19","6bb7658c228c0457700171a395fdcdd4a790b69d",false,false
datahub-project/datahub,false,6094,15,master,59,238,"Apache License 2.0",226,5795,1623,549640,"2015-11-18 05:47:40","2022-07-17 12:31:53","2022-07-17 01:01:08","https://datahubproject.io",Java,1183,218,4221,49,"2022-07-17 12:38:33","f387fa614965afc224fb01bf140a91b1db657b6e",false,false
thundernest/k-9,false,11103,99,main,134,233,"Apache License 2.0",351,7023,2274,83863,"2011-02-04 02:40:00","2022-07-25 06:09:01","2022-07-25 05:37:12",https://k9mail.app/,Java,3623,606,2518,14,"2022-07-25 09:03:56","351874b9b0c21f7a0b71fb43a3cd2761788f01de",true,false
